precursorID,name,key,scaffold_group,parent_formal_charge,mh_mz,source,in_msg15_recorded_all,in_msg15_parent_all,in_muru_exposed_populations,in_muru_registry,in_study2_pop,in_comparator_pop,in_msnlib_9lib,scaffold_in_muru_exposed_populations,scaffold_in_muru_registry,scaffold_in_study2_pop,scaffold_in_comparator_pop,scaffold_in_msg15_all,name_route_in_msg15,name_key_matches_db,db_MH_in_hilicpos,in_mw_subjects,mw_subject_name
PM0000409,Ethenzamide,SBNKFTQSBPKMBZ,c1ccccc1,0.0,166.086255059,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Ethenzamide
PM0000410,Ethisterone,CHNXZKVNWQUJIB,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0.0,313.216206603,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,True,True,Ethisterone
PM0000411,Ethopabate,GOVWOKSKFSBNGD,c1ccccc1,0.0,238.107384427,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Ethopabate
PM0000412,Ethopropazine,CDOZDBSBBXSXLB,c1ccc2c(c1)Nc1ccccc1S2,0.0,313.17329623499995,db_smiles,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,Ethopropazine
PM0000413,Ethoxzolamide,OUZWUKMCLIBBOG,c1ccc2scnc2c1,0.0,259.020560647,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Ethoxzolamide
PM0000415,Etomidate,NPUKDXXFDDZOKR,c1ccc(Cn2ccnc2)cc1,0.0,245.128454219,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Etomidate
PM0000416,Etosalamide,XBNRCMFFZFCWMH,c1ccccc1,0.0,210.112469807,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,True,True,Etosalamide
PM0000417,Exemestane,BFYIZQONLCFLEV,C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,0.0,297.184906475,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Exemestane
PM0000418,Famciclovir,GGXKWVWZWMLJEH,c1ncc2nc[nH]c2n1,0.0,322.150980555,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Famciclovir
PM0000419,Famprofazone,GNUXVOXXWGNPIV,O=c1cc(CNCCc2ccccc2)[nH]n1-c1ccccc1,0.0,378.253989079,db_smiles,True,True,False,False,False,False,False,False,False,False,False,True,,,True,True,Famprofazone
PM0000420,Fasudil,NGOGFTYYXHNFQH,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.0,292.111424251,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Fasudil
PM0000421,Febuxostat,BQSJTQLCZDPROO,c1ccc(-c2nccs2)cc1,0.0,317.09543983899994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Febuxostat
PM0000422,Fenaclon,BITWVVLBVUMFHU,c1ccccc1,0.0,212.083668215,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Fenaclon
PM0000424,Fenclonine,NIGWMJHCCYYCSF,c1ccccc1,0.0,200.047282707,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Fenclonine
PM0000426,Fenofibric,MQOBSOSZFYZQOK,O=C(c1ccccc1)c1ccccc1,0.0,319.073163107,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Fenofibric
PM0000427,Fenoldopam,TVURRHSHRRELCG,c1ccc(C2CNCCc3ccccc32)cc1,0.0,306.08914751899994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Fenoldopam
PM0000432,Finasteride,DBEPLOCGEIEOCV,O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,0.0,373.284954859,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Finasteride
PM0000433,Fipexide,BFUJHVVEMMWLHC,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.0,389.126261299,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Fipexide
PM0000435,Florfenicol,AYIRNRDRBQJXIF,c1ccccc1,0.0,358.00773897499994,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Florfenicol
PM0000436,Floxuridine,ODKNJVUHOIMIIZ,O=c1ccn(C2CCCO2)c(=O)[nH]1,0.0,247.072476139,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Floxuridine
PM0000437,Flubendazole,CPEUVMUXAHMANV,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,0.0,314.093545931,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Flubendazole
PM0000438,Fludarabine,GIUYCYHIANZCFB,c1ncc2ncn(C3CCCO3)c2n1,0.0,366.060939073,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Fludarabine
PM0000439,Flumazenil,OFBIFZUFASYYRE,O=C1NCc2cncn2-c2ccccc21,0.0,304.109195995,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Flumazenil
PM0000444,Fluorescein,GNBHRKFJIUUOQI,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,0.0,333.075749951,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Fluorescein
PM0000445,Fluoxetine,RTHCYVBBDHJXIQ,c1ccc(COc2ccccc2)cc1,0.0,310.141325323,db_smiles,True,True,False,False,False,False,False,False,True,False,False,True,,,True,True,Fluoxetine
PM0000447,Fluticasone Propionate,WMWTYOKRWGGJOA,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0.0,501.191706219,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Fluticasone Propionate
PM0000448,Fluvastatin,FJLGEFLZQAZZCD,c1ccc(-c2c[nH]c3ccccc23)cc1,0.0,412.1918629989999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Fluvastatin
PM0000449,Fluvoxamine,CJOFXWAVKWHTFT,c1ccccc1,0.0,319.162789039,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Fluvoxamine
PM0000450,Folic Acid,OVBPIULPVIDEAO,O=c1nc[nH]c2ncc(CNc3ccccc3)nc12,0.0,442.1469577950001,db_smiles,True,True,True,True,False,False,True,True,True,False,False,False,,,False,True,Folic Acid
PM0000451,Formestane,OSVMTWJCGUFAOD,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,0.0,303.19547115899996,db_smiles,True,True,True,True,False,False,False,False,True,False,False,True,,,True,True,Formestane
PM0000454,Frovatriptan,XPSQPHWEGNHMSK,c1ccc2c3c([nH]c2c1)CCCC3,0.0,244.144438631,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,Frovatriptan
PM0000455,Ftaxilide,LLECMGGNFBKPRH,O=C(Nc1ccccc1)c1ccccc1,0.0,270.112469807,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,True,True,Ftaxilide
PM0000456,Furaltadone,YVQVOQKFMFRVGR,O=C1OC(CN2CCOCC2)CN1N=Cc1ccco1,0.0,325.11426069899994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Furaltadone
PM0000459,Gabapentin,UGJMXCAKCUNAIE,C1CCCCC1,0.0,172.133205251,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Gabapentin
PM0000460,Gaboxadol,ZXRVKCBLGJOCEE,O=c1[nH]oc2c1CCNC2,0.0,141.065853963,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Gaboxadol
PM0000464,Gamma-aminobutyric acid,BTCSSZJGUNDROE,__ACYCLIC__BTCSSZJGUNDROE,0.0,104.070604995,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Gamma-aminobutyric acid
PM0000465,Ganciclovir,IRSCQMHQWWYFCW,O=c1[nH]cnc2[nH]cnc12,0.0,256.104030363,db_smiles,True,True,True,True,False,False,True,False,True,False,False,True,,,True,True,Ganciclovir
PM0000466,Gatifloxacin,XUBOMFCQGDBHNK,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0.0,376.1667108709999,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Gatifloxacin
PM0000469,Gemifloxacin,ZRCVYEYHRGVLOC,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,0.0,390.157208807,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Gemifloxacin
PM0000470,Genatropin,AONZKAMNPBXLRN,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,0.0,306.169984683,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,Atropine
PM0000472,Glafenine,GWOFUCIGLDBNKM,c1ccc(Nc2ccnc3ccccc23)cc1,0.0,373.094961171,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Glafenine
PM0000473,Gliclazide,BOVGTQGAOIONJV,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,0.0,324.13763899900005,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Gliclazide
PM0000474,Glimepiride,WIGIZIANZCJQQY,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1,0.0,491.232267655,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Glimepiride
PM0000475,Glipizide,ZJJXGWJIGJFDTL,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,0.0,446.185651811,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Glipizide
PM0000476,Gliquidone,LLJFMFZYVVLQKT,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCN2C(=O)Cc3ccccc3C2=O)cc1,0.0,528.2162832429999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Gliquidone
PM0000477,Gluceptate,KWMLJOLKUYYJFJ,__ACYCLIC__KWMLJOLKUYYJFJ,0.0,227.076143875,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Gluceptate
PM0000478,Glutamine,ZDXPYRJPNDTMRX,__ACYCLIC__ZDXPYRJPNDTMRX,0.0,147.076418647,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Glutamine
PM0000479,Glycopyrrolate,ANGKOCUUWGHLCE,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,1.0,,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Glycopyrrolate
PM0000480,Granisetron,MFWNKCLOYSRHCJ,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,0.0,313.202287855,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Granisetron
PM0000481,Guaiacol,LHGVFZTZFXWLCP,c1ccccc1,0.0,125.059705963,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,Guaiacol
PM0000482,Guanethidine,ACGDKVXYNVEAGU,C1CCCNCCC1,0.0,199.191723171,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Guanethidine
PM0000483,Guanfacine,INJOMKTZOLKMBF,c1ccccc1,0.0,246.019543735,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,True,True,Guanfacine
PM0000484,Guanidine,ZRALSGWEFCBTJO,__ACYCLIC__ZRALSGWEFCBTJO,0.0,60.05562362699999,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Guanidine
PM0000486,Heptaminol,LREQLEBVOXIEOM,__ACYCLIC__LREQLEBVOXIEOM,0.0,146.153940695,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Heptaminol
PM0000487,Hexamethonium,VZJFGSRCJCXDSG,__ACYCLIC__VZJFGSRCJCXDSG,2.0,,db_smiles,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,Hexamethonium
PM0000490,Homatropine,ATKYNAZQGVYHIB,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,0.0,276.159419999,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,Homatropine
PM0000491,Homidium,QTANTQQOYSUMLC,c1ccc(-c2[nH+]c3ccccc3c3ccccc23)cc1,1.0,,db_smiles,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,Homidium
PM0000493,Hydralazine,RPTUSVTUFVMDQK,c1ccc2cnncc2c1,0.0,161.082172723,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Hydralazine
PM0000494,Hydrastinine,YOJQZPVUNUQTDF,c1c2c(cc3c1OCO3)CNCC2,0.0,208.096819743,db_smiles,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,Hydrastinine
PM0000499,Hydrocortisone butyrate,BMCQMVFGOVHVNG,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0.0,433.2584653389999,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,False,True,Hydrocortisone butyrate
PM0000503,Hydroquinidine,LJOQGZACKSYWCH,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,0.0,327.20670453899993,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Hydroquinidine
PM0000504,Hydroxychloroquine,XXSMGPRMXLTPCZ,c1ccc2ncccc2c1,0.0,336.1837165989999,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Hydroxychloroquine
PM0000505,Hydroxyzine,ZQDWXGKKHFNSQK,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.0,375.183382251,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Hydroxyzine
PM0000507,Ibandronate,MPBVHIBUJCELCL,__ACYCLIC__MPBVHIBUJCELCL,0.0,320.10225180299994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Ibandronate
PM0000509,Idazoxan,HPMRFMKYPGXPEP,c1ccc2c(c1)OCC(C1=NCCN1)O2,0.0,205.097154091,db_smiles,True,True,False,False,False,False,False,False,False,False,False,True,,,True,True,Idazoxan
PM0000510,Idebenone,JGPMMRGNQUBGND,O=C1C=CC(=O)C=C1,0.0,339.21660052699997,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Idebenone
PM0000511,Idoxuridine,XQFRJNBWHJMXHO,O=c1ccn(C2CCCO2)c(=O)[nH]1,0.0,354.97854591899994,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Idoxuridine
PM0000512,Idramantone,TZBDEVBNMSLVKT,O=C1C2CC3CC(C2)CC1C3,0.0,167.106656155,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Idramantone
PM0000513,Ifosfamide,HOMGKSMUEGBAAB,O=[PH]1NCCCO1,0.0,261.032096177,db_smiles,True,True,True,True,False,False,False,False,True,False,False,True,,,True,True,Ifosfamide
PM0000514,Imexon,BIXBBIPTYBJTRY,O=C1N=CC2CN12,0.0,112.050538247,db_smiles,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Imexon
PM0000516,Imiquimod,DOUYETYNHWVLEO,c1ccc2c(c1)ncc1nc[nH]c12,0.0,241.144772979,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Imiquimod
PM0000517,Inamrinone,RNLQIBCLLYYYFJ,O=c1ccc(-c2ccncc2)c[nH]1,0.0,188.081838375,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,True,True,Inamrinone
PM0000523,Ipraflavone,SFBODOKJTYAUCM,O=c1c(-c2ccccc2)coc2ccccc12,0.0,281.11722083899997,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Ipraflavone
PM0000525,Iproniazid,NYMGNSNKLVNMIA,c1ccncc1,0.0,180.113138503,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Iproniazid
PM0000526,Irbesartan,YOSHYTLCDANDAN,O=C1N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C=NC12CCCC2,0.0,429.23973598300006,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Irbesartan
PM0000527,Irsogladine,ATCGGEJZONJOCL,c1ccc(-c2ncncn2)cc1,0.0,256.015127051,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Irsogladine
PM0000528,Isaxonine,FTCYIGBVOHNHCD,c1cncnc1,0.0,138.102573819,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Isaxonine
PM0000531,Isoflupredone,ZOCUOMKMBMEYQV,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0.0,421.2020933349999,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,True,True,Isoflupredone
PM0000534,Isosorbide Mononitrate,YWXYYJSYQOXTPL,C1CC2OCCC2O1,0.0,192.050263475,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Isosorbide Mononitrate
PM0000536,Isoxicam,YYUAYBYLJSNDCX,O=C(Nc1ccon1)C1=Cc2ccccc2S(=O)(=O)N1,0.0,336.064867983,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Isoxicam
PM0000539,Itopride,QQQIECGTIMUVDS,O=C(NCc1ccccc1)c1ccccc1,0.0,359.19653377899994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Itopride
PM0000540,Josamycin,XJSFLOJWULLJQS,O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1,0.0,828.4739969750001,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Josamycin
PM0000543,Ketorolac,OZWKMVRBQXNZKK,O=C(c1ccccc1)c1ccc2n1CCC2,0.0,256.096819743,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ketorolac
PM0000545,Khellin,HSMPDPBYAYSOBC,O=c1ccoc2cc3occc3cc12,0.0,261.07574995100003,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Khellin
PM0000546,L-Cycloserine,DYDCUQKUCUHJBH,O=C1CCON1,0.0,103.050203899,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Cycloserine
PM0000547,L-Tartaric acid,FEWJPZIEWOKRBE,__ACYCLIC__FEWJPZIEWOKRBE,0.0,151.023714379,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,L-Tartaric acid
PM0000548,Labetalol,SGUAFYQXFOLMHL,c1ccc(CCCNCCc2ccccc2)cc1,0.0,329.18596909499996,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Labetalol
PM0000549,Lactitol,VQHSOMBJVWLPSR,C1CCOCC1,0.0,345.13913805499993,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lactitol
PM0000551,Lamotrigine,PYZRQGJRPPTADH,c1ccc(-c2cncnn2)cc1,0.0,256.015127051,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lamotrigine
PM0000552,Lansoprazole,MJIHNNLFOKEZEW,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.0,370.083158815,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lansoprazole
PM0000553,Leflunomide,VHOGYURTWQBHIL,O=C(Nc1ccccc1)c1cnoc1,0.0,271.068888655,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Leflunomide
PM0000554,Letrozole,HPJKCIUCZWXJDR,c1ccc(C(c2ccccc2)n2cncn2)cc1,0.0,286.10872181900004,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Letrozole
PM0000556,Levamisole,HLFSDGLLUJUHTE,c1ccc(C2CN3CCSC3=N2)cc1,0.0,205.079395851,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Levamisole
PM0000557,Levetiracetam,HPHUVLMMVZITSG,O=C1CCCN1,0.0,171.112804155,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Levetiracetam
PM0000558,Levocarnitine,PHIQHXFUZVPYII,__ACYCLIC__PHIQHXFUZVPYII,1.0,,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Levocarnitine
PM0000559,Levocetirizine,ZKLPARSLTMPFCP,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.0,389.162646807,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Levocetirizine
PM0000560,Levodopa,WTDRDQBEARUVNC,c1ccccc1,0.0,198.076084299,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,False,True,Levodopa
PM0000561,Levofloxacin,GSDSWSVVBLHKDQ,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,0.0,362.1510608069999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Levofloxacin
PM0000562,Levomenthol,NOOLISFMXDJSKH,C1CCCCC1,0.0,157.158691727,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Levomenthol
PM0000564,Levonorgestrel,WWYNJERNGUHSAO,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0.0,313.216206603,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Levonorgestrel
PM0000565,Levosimendan,WHXMKTBCFHIYNQ,O=C1CCC(c2ccccc2)=NN1,0.0,281.114535471,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Levosimendan
PM0000566,Levosulpiride,BGRJTUBHPOOWDU,O=C(NCC1CCCN1)c1ccccc1,0.0,342.14820368299996,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Levosulpiride
PM0000568,Linezolid,TYZROVQLWOKYKF,O=C1OCCN1c1ccc(N2CCOCC2)cc1,0.0,338.15106080699996,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Linezolid
PM0000569,Liothyronine,AUYYCJSJGJYCDS,c1ccc(Oc2ccccc2)cc1,0.0,651.7973283309999,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Liothyronine
PM0000570,Lipoamide,FCCDDURTIIUXBY,C1CSSC1,0.0,206.066782567,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,True,True,Lipoamide
PM0000572,Lithium,KRKNYBCHXYNGOX,__ACYCLIC__KRKNYBCHXYNGOX,0.0,193.034279063,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Lithium
PM0000573,Lobeline,MXYUKLILVYORSK,O=C(CC1CCCC(CCc2ccccc2)N1)c1ccccc1,0.0,338.211455571,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lobeline
PM0000574,Lobendazole,OKOVSTKGUBOSTB,c1ccc2[nH]cnc2c1,0.0,206.092403059,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,True,True,Lobendazole
PM0000575,Lofexidine,KSMAGQUYOIHWFS,c1ccc(OCC2=NCCN2)cc1,0.0,259.039944831,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lofexidine
PM0000576,Lomefloxacin,ZEKZLJVOYLTDKK,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0.0,352.14672437499996,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Lomefloxacin
PM0000577,Lomerizine,JQSAYKKFZOSZGJ,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,0.0,469.2297257269999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Lomerizine
PM0000578,Lomustine,GQYIWUVLTXOXAJ,C1CCCCC1,0.0,234.100380899,db_smiles,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,Lomustine
PM0000579,Loperamide,RDOIQAHITMMDAJ,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,0.0,477.230332443,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Loperamide
PM0000580,Loratadine,JCCNYMKQOSZNPW,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.0,383.152082123,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Loratadine
PM0000581,Losartan,PSIFNNKUMBGKDQ,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,0.0,423.1694635030001,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Losartan
PM0000582,Lovastatin,PCZOHLXUXFIOCF,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,0.0,405.2635507189999,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Lovastatin
PM0000584,Loxoprofen,YMBXTVYHTMGZDW,O=C1CCCC1Cc1ccccc1,0.0,247.132870903,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Loxoprofen
PM0000587,Maprotiline,QSLMDECMDJKHMQ,c1ccc2c(c1)C1CCC2c2ccccc21,0.0,278.190326203,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Maprotiline
PM0000588,Marbofloxacin,BPFYOAJNDMUVBL,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCN2,0.0,363.146309775,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Marbofloxacin
PM0000595,Meclofenoxate,XZTYGFHCIAKPGJ,c1ccccc1,0.0,258.089147519,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,Meclofenoxate
PM0000598,Mefloquine,XEEQGYMUWCZPDN,c1ccc2c(CC3CCCCN3)ccnc2c1,0.0,379.123958919,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Mefloquine
PM0000600,Melengestrol Acetate,UDKABVSQKJNZBH,C=C1CC2CCC3C4CCC(=O)C=C4C=CC3C2C1,0.0,397.23733597099994,db_smiles,True,True,True,True,False,False,False,False,True,False,False,True,,,True,True,Melengestrol Acetate
PM0000601,Meloxicam,ZRVUJXDFFKFLMG,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,0.0,352.042024363,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Meloxicam
PM0000607,Mephentermine,RXQCGGRTAILOIN,c1ccccc1,0.0,164.143376011,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Mephentermine
PM0000609,Mepiroxol,LQYJAVWWKTWWKN,c1cc[nH+]cc1,0.0,126.054954931,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Mepiroxol
PM0000610,Mepivacaine,INWLQCZOYSRPNW,O=C(Nc1ccccc1)C1CCCCN1,0.0,247.180489791,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Mepivacaine
PM0000614,Mestranol,IMSSROKUHAOUJS,c1ccc2c(c1)CCC1C2CCC2CCCC21,0.0,311.200556539,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Mestranol
PM0000616,Metamizole,LVWZTYCIRDMTEY,O=c1cc[nH]n1-c1ccccc1,0.0,312.10125349099997,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Metamizole
PM0000617,Metaproterenol,LMOINURANNBYCM,c1ccccc1,0.0,212.128119871,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Metaproterenol
PM0000618,Metaraminol,WXFIGDLSSYIKKV,c1ccccc1,0.0,168.101905123,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Metaraminol
