spec,instrument,instrument_type,ionization,adduct,precursor,precursor_mz,precursor_abs_diff,collision_energies,collision_energy,fold,simulation_challenge,labels_ce_is_trunc_of_parquet,precursor_mismatch,ce_mismatch,instrument_mismatch,adduct_mismatch,inchikey_mismatch,formula_mismatch,smiles_canonical_mismatch
MassSpecGymID0064586,Orbitrap,Orbitrap,[M+H]+,[M+H]+,245.07684,245.07684,0.0,['19'],19.6061472,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064610,Orbitrap,Orbitrap,[M+H]+,[M+H]+,245.0767,245.0767,0.0,['12'],12.253835,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064852,Orbitrap,Orbitrap,[M+H]+,[M+H]+,132.1019047,132.1019047,0.0,['6'],6.605095235,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064853,Orbitrap,Orbitrap,[M+H]+,[M+H]+,132.1019047,132.1019047,0.0,['6'],6.605095235,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064854,Orbitrap,Orbitrap,[M+H]+,[M+H]+,132.1019047,132.1019047,0.0,['6'],6.605095235,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064867,Orbitrap,Orbitrap,[M+H]+,[M+H]+,132.10192999999998,132.10192999999998,0.0,['10'],10.5681544,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064880,Orbitrap,Orbitrap,[M+H]+,[M+H]+,132.1019,132.1019,0.0,['6'],6.605095,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064941,QTOF,QTOF,[M+H]+,[M+H]+,165.05514,165.05514,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064964,QTOF,QTOF,[M+H]+,[M+H]+,165.05514,165.05514,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064965,Orbitrap,Orbitrap,[M+H]+,[M+H]+,165.0546201,165.0546201,0.0,['8'],8.252731005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064966,Orbitrap,Orbitrap,[M+H]+,[M+H]+,165.0546201,165.0546201,0.0,['8'],8.252731005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064967,Orbitrap,Orbitrap,[M+H]+,[M+H]+,165.0546201,165.0546201,0.0,['8'],8.252731005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0064968,Orbitrap,Orbitrap,[M+H]+,[M+H]+,165.0546201,165.0546201,0.0,['8'],8.252731005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065069,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065070,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065071,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065072,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065073,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065074,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1124693,162.1124693,0.0,['8'],8.105623464999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065098,Orbitrap,Orbitrap,[M+H]+,[M+H]+,162.1122,162.1122,0.0,['8'],8.10561,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065198,Orbitrap,Orbitrap,[M+H]+,[M+H]+,298.1142,298.1142,0.0,['14'],14.90571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065229,QTOF,QTOF,[M+H]+,[M+H]+,465.10327,465.10327,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065259,QTOF,QTOF,[M+H]+,[M+H]+,465.10327,465.10327,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065320,Orbitrap,Orbitrap,[M+H]+,[M+H]+,134.0447837,134.0447837,0.0,['6'],6.702239185000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065322,Orbitrap,Orbitrap,[M+H]+,[M+H]+,134.0447837,134.0447837,0.0,['6'],6.702239185000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065335,Orbitrap,Orbitrap,[M+H]+,[M+H]+,134.0447837,134.0447837,0.0,['6'],6.702239185000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065336,Orbitrap,Orbitrap,[M+H]+,[M+H]+,134.04480999999998,134.04480999999998,0.0,['10'],10.7235848,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065350,Orbitrap,Orbitrap,[M+H]+,[M+H]+,134.0449,134.0449,0.0,['6'],6.7022450000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065396,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0601,271.0601,0.0,['27'],27.10601,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065434,QTOF,QTOF,[M+H]+,[M+H]+,271.06062,271.06062,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065435,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0601,271.0601,0.0,['27'],27.10601,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065585,Orbitrap,Orbitrap,[M+H]+,[M+H]+,505.1763109,505.1763109,0.0,['25'],25.258815545,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065616,QTOF,QTOF,[M+H]+,[M+H]+,181.05006,181.05006,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065643,Orbitrap,Orbitrap,[M+H]+,[M+H]+,181.0495347,181.0495347,0.0,['9'],9.052476735,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065645,Orbitrap,Orbitrap,[M+H]+,[M+H]+,181.0494,181.0494,0.0,['9'],9.05247,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0065712,Orbitrap,Orbitrap,[M+H]+,[M+H]+,298.114,298.114,0.0,['14'],14.9057,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066119,Orbitrap,Orbitrap,[M+H]+,[M+H]+,175.0964849,175.0964849,0.0,['8'],8.754824245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066120,Orbitrap,Orbitrap,[M+H]+,[M+H]+,175.0964849,175.0964849,0.0,['8'],8.754824245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066122,Orbitrap,Orbitrap,[M+H]+,[M+H]+,175.0964849,175.0964849,0.0,['8'],8.754824245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066142,Orbitrap,Orbitrap,[M+H]+,[M+H]+,175.09651,175.09651,0.0,['14'],14.0077208,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066202,Orbitrap,Orbitrap,[M+H]+,[M+H]+,123.0553,123.0553,0.0,['12'],12.30553,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066220,QTOF,QTOF,[M+H]+,[M+H]+,123.05581,123.05581,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066222,QTOF,QTOF,[M+H]+,[M+H]+,123.05581,123.05581,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066223,Orbitrap,Orbitrap,[M+H]+,[M+H]+,123.0552888,123.0552888,0.0,['6'],6.15276444,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066224,Orbitrap,Orbitrap,[M+H]+,[M+H]+,123.0552888,123.0552888,0.0,['6'],6.15276444,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066234,Orbitrap,Orbitrap,[M+H]+,[M+H]+,123.0553,123.0553,0.0,['12'],12.30553,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066242,Orbitrap,Orbitrap,[M+H]+,[M+H]+,123.0553,123.0553,0.0,['6'],6.1527650000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066305,Orbitrap,Orbitrap,[M+H]+,[M+H]+,259.0924622,259.0924622,0.0,['12'],12.95462311,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066306,Orbitrap,Orbitrap,[M+H]+,[M+H]+,259.0924622,259.0924622,0.0,['12'],12.95462311,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066390,Orbitrap,Orbitrap,[M+H]+,[M+H]+,258.1081,258.1081,0.0,['12'],12.905404999999998,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066418,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.0498691,106.0498691,0.0,['5'],5.302493455,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066419,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.0498691,106.0498691,0.0,['5'],5.302493455,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066420,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.0498691,106.0498691,0.0,['5'],5.302493455,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066421,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.0498691,106.0498691,0.0,['5'],5.302493455,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066431,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.04989,106.04989,0.0,['8'],8.483991199999998,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066445,Orbitrap,Orbitrap,[M+H]+,[M+H]+,106.0502,106.0502,0.0,['5'],5.30251,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066484,Orbitrap,Orbitrap,[M+H]+,[M+H]+,196.0604338,196.0604338,0.0,['9'],9.80302169,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066795,QTOF,QTOF,[M+H]+,[M+H]+,175.10824,175.10824,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066796,QTOF,QTOF,[M+H]+,[M+H]+,175.10824,175.10824,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066800,QTOF,QTOF,[M+H]+,[M+H]+,175.10824,175.10824,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0066838,Orbitrap,Orbitrap,[M+H]+,[M+H]+,139.0389701,139.0389701,0.0,['6'],6.951948505000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067390,Orbitrap,Orbitrap,[M+H]+,[M+H]+,225.0756,225.0756,0.0,['11'],11.25378,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067423,Orbitrap,Orbitrap,[M+H]+,[M+H]+,282.1192,282.1192,0.0,['14'],14.10596,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067458,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0863,166.0863,0.0,['16'],16.60863,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067459,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0863,166.0863,0.0,['16'],16.60863,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067464,QTOF,QTOF,[M+H]+,[M+H]+,166.08677,166.08677,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067468,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0862546,166.0862546,0.0,['8'],8.30431273,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067469,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0862546,166.0862546,0.0,['8'],8.30431273,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067470,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0862546,166.0862546,0.0,['8'],8.30431273,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067471,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0862546,166.0862546,0.0,['8'],8.30431273,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067502,Orbitrap,Orbitrap,[M+H]+,[M+H]+,166.0861,166.0861,0.0,['8'],8.304305000000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067674,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['56'],56.661376,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067675,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['24'],24.789352,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067676,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['53'],53.12004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067677,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['67'],67.28538400000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067678,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['46'],46.037368,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067679,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['31'],31.872024,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067680,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['74'],74.368056,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067681,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['49'],49.578704,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067682,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['17'],17.70668,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067683,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['42'],42.496032,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067684,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['38'],38.954696000000006,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067685,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['21'],21.248016,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067686,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['35'],35.41336,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067687,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['14'],14.165344,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067688,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['28'],28.330688,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067689,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['70'],70.82672,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067690,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['60'],60.202712,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067691,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['10'],10.624008,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067692,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['63'],63.744048,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067744,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['74'],74.368056,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067745,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['70'],70.82672,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067746,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['67'],67.28538400000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067747,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['63'],63.744048,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067748,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['60'],60.202712,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067749,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['56'],56.661376,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067750,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['53'],53.12004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067751,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['49'],49.578704,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067752,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['46'],46.037368,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067753,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['42'],42.496032,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067754,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['38'],38.954696000000006,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067755,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['35'],35.41336,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067756,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['31'],31.872024,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067757,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['28'],28.330688,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067758,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['24'],24.789352,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067759,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['21'],21.248016,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067760,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['17'],17.70668,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067761,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['14'],14.165344,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067762,Orbitrap,Orbitrap,[M+H]+,[M+H]+,354.1336,354.1336,0.0,['10'],10.624008,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067780,Orbitrap,Orbitrap,[M+H]+,[M+H]+,112.0555,112.0555,0.0,['6'],6.72333,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067784,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0964,230.0964,0.0,['16'],16.106748,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067785,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0964,230.0964,0.0,['16'],16.106748,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0067977,Orbitrap,Orbitrap,[M+H]+,[M+H]+,110.0600398,110.0600398,0.0,['5'],5.50300199,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068017,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.1621,319.1621,0.0,['15'],15.958105,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068044,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['12'],12.20964,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068046,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['17'],17.093496,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068047,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['14'],14.651568,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068048,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['9'],9.767712,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068050,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['15'],15.059369976,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068051,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['19'],19.535424,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068052,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['21'],21.977352,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068054,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['4'],4.883856,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068057,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['7'],7.325784,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068062,Orbitrap,Orbitrap,[M+H]+,[M+H]+,122.0964,122.0964,0.0,['15'],15.059369976,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068080,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['33'],33.461175000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068081,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['26'],26.76894,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068082,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['6'],6.692234999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068083,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['20'],20.076705,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068084,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['40'],40.15341,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068085,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['20'],20.076705,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068086,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['13'],13.38447,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068087,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['40'],40.15341,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068088,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['33'],33.461175000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068089,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['26'],26.76894,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068090,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['6'],6.692234999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068091,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['13'],13.38447,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068092,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['15'],15.615215,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068093,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['15'],15.615215,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068095,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['15'],15.615215,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068096,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['40'],40.15341,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068097,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['33'],33.461175000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068098,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['26'],26.76894,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068099,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['20'],20.076705,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068100,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['13'],13.38447,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068101,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['6'],6.692234999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068102,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['40'],40.15341,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068103,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['33'],33.461175000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068104,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['26'],26.76894,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068105,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['20'],20.076705,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068106,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['13'],13.38447,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068107,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['6'],6.692234999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068108,Orbitrap,Orbitrap,[M+H]+,[M+H]+,223.0745,223.0745,0.0,['15'],15.615215,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068118,Orbitrap,Orbitrap,[M+H]+,[M+H]+,108.0807753,108.0807753,0.0,['5'],5.404038765,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068119,Orbitrap,Orbitrap,[M+H]+,[M+H]+,108.0808,108.0808,0.0,['8'],8.646464,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068128,QTOF,QTOF,[M+H]+,[M+H]+,96.04491,96.04491,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068132,QTOF,QTOF,[M+H]+,[M+H]+,96.04491,96.04491,0.0,['32'],32.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068211,Orbitrap,Orbitrap,[M+H]+,[M+H]+,80.04992,80.04992,0.0,['4'],4.002496,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068259,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['20'],20.171312,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068260,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['11'],11.526464,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068261,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['25'],25.934544,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068262,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['23'],23.052928,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068263,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['14'],14.408080000000002,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068264,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['17'],17.289696,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068265,Orbitrap,Orbitrap,[M+H]+,[M+H]+,144.0808,144.0808,0.0,['5'],5.763232,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0068275,Orbitrap,Orbitrap,[M+H]+,[M+H]+,298.1256,298.1256,0.0,['14'],14.90628,train,True,True,False,True,False,False,False,False,False
