key,name,scaffold_group,n_records,labs,ce_strings,itypes,max_ce_within_lab,in_msg15_all,in_msg15_train,in_msg15_val,in_msg15_test,in_msg15_parent_all,in_msg15_simchallenge,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_pr7_study2,in_comparator_common,in_msnlib_9lib,in_multims2_reserved,scaf_in_msg15_scaffolds,scaf_in_muru_registry_scaffolds,scaf_in_pr7_study2_scaffolds,scaf_in_comparator_scaffolds
LWJJYAYQOTXATC,3-tigloyloxy-6-methylbutyryloxytropane,C1CC2CCC(C1)N2,1,MC04,35eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
LXNHXLLTXMVWPM,pyridoxine,c1ccncc1,14,"MC05,MC20,MC22","-10, -35, -60V|10|100|20|30|30eV|40|60","LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
LYGPBZVKGHHTIE,Vitexin 2''-O-rhamnoside,O=c1cc(-c2ccccc2)oc2c(C3OCCCC3OC3CCCCO3)cccc12,2,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LZFOPEXOUVTGJS,Sinapyl alcohol,c1ccccc1,3,MC21,15|15.00,LC-ESI-QTOF,1,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
LZJRNLRASBVRRX,boldine,c1ccc2c(c1)CC1NCCc3cccc-2c31,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LZOSYCMHQXPBFU,Decanoylcarnitine,__ACYCLIC__LZOSYCMHQXPBFU,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
MAKMINQMKSULBY,Cyanidin 3-O-[2-O-(2-O-(sinapoyl)-xylosyl)-6-O-(p-coumaroyl))-glucoside] 5-O-[6-O-(malonyl) glucoside],O=C(C=Cc1ccccc1)OCC1CCC(OC2OCCCC2OC(=O)C=Cc2ccccc2)C(Oc2cc3c(OC4CCCCO4)cccc3[o+]c2-c2ccccc2)O1,1,MC21,53.63,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MALFODICFSIXPO,Veratramine,C1=C2CCCCC2C2Cc3cc(CC4CCCCN4)ccc3C2C1,2,"MC12,MC21","1, 35, 60|23.27","ESI-QTOF,LC-ESI-QTOF",1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
MATGKVZWFZHCLI,Matairesinol,O=C1OCC(Cc2ccccc2)C1Cc1ccccc1,12,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
MBBOMCVGYCRMEA,3-(2-hydroxyethylindole),c1ccc2[nH]ccc2c1,5,"MC02,MC22,MC23",0.6458333|10|30eV|40|6.0000000,"ESI-TOF,LC-ESI-QFT,LC-ESI-QTOF",2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MBMBGCFOFBJSGT,DOCOSAHEXAENOATE,__ACYCLIC__MBMBGCFOFBJSGT,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MBNGWHIJMBWFHU,Luteolin 4'-methyl ether,O=c1cc(-c2ccccc2)oc2ccccc12,5,"MC11,MC19,MC21",15|15.08|45eV|50eV,"LC-ESI-ITFT,LC-ESI-QTOF",2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MBYNDKVOZOAOIS,Ginkgolic acid C17:1,c1ccccc1,3,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
MBZYKEVPFYHDOH,lanostenol,C1CCC2C3=C(CCC2C1)C1CCCC1CC3,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
MDMHJAKZGBRYTF,11-keto Fluprostenol,O=C1CCCC1C=CCCOc1ccccc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDSUKZSLOATHMH,H-Leu-Val-OH,__ACYCLIC__MDSUKZSLOATHMH,4,MC21,15.00|26.95|27.10,LC-ESI-QTOF,3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
MECHNRXZTMCUDQ,Ergocalciferol,C=C1CCCCC1=CC=C1CCCC2CCCC12,1,MC01,HCD 90,APCI-ITFT,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
MEENXROJHVLXFA,Strictosidine secologanatoside,C1=CC(CCN2CCc3c([nH]c4ccccc34)C2CC2C=COC(OC3CCCCO3)C2)CC(OC2CCCCO2)O1,1,MC08,30 eV,ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEFKEPWMEQBLKI,S-ADENOSYLMETHIONINE,c1ncc2ncn(C3CCCO3)c2n1,3,MC23,10|20|40,LC-ESI-QTOF,3,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MEFPHTVXBPLRLX,5-(methylthio)pentyl-glucosinolate,C1CCOCC1,1,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
METKIMKYRPQLGS,Atenolol,c1ccccc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MFQIWHVVFBCURA,Salipurposid,O=C1CC(c2ccccc2)Oc2cccc(OC3CCCCO3)c21,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
MFYSYFVPBJMHGN,CORTISONE,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1,2,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MGJLSBDCWOSMHL,Formononetin glucoside,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,2,"MC07,MC25",0.3|20-40eV,"LC-ESI-ITFT,LC-ESI-QTOF",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MGSRCZKZVOBKFT,"m-Thymol, 3-p-Cymenol",c1ccccc1,2,MC21,15.00,LC-ESI-QTOF,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
MHXCIKYXNYCMHY,(+)-lariciresinol,c1ccc(CC2COC(c3ccccc3)C2)cc1,2,MC21,35|35.00,LC-ESI-QTOF,1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
MJBHLQMPKBMZSF,4-Hydroxy-7-methoxycoumarin,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MJQIARGPQMNBGT,C18:1 Dihydroceramide (d18:0/18:1(9Z)),__ACYCLIC__MJQIARGPQMNBGT,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MKMCJLMBVKHUMS,"6-Methoxy-3H-1,3-benzoxazol-2-one",O=c1[nH]c2ccccc2o1,2,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
MKOYEFPEBFMSBE,Carnosic acid quinone,O=C1C=CC2=C(C1=O)C1CCCCC1CC2,1,MC24,-55V,ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MKPLKVHSHYCHOC,Fluprostenol isopropyl ester,C(=CC1CCCC1)CCOc1ccccc1,6,MC02,0.6458333|6.0000000,ESI-TOF,2,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False
MLBYBBUZURKHAW,Palustric acid,C1=CC2=C(CC1)C1CCCCC1CC2,2,MC21,15.09|15.24,LC-ESI-QTOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MLQTZXHZYMNZJE,Ayapin,O=c1ccc2cc3c(cc2o1)OCO3,2,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MNBKLUUYKPBKDU,Palmityl-CoA,c1ncc2ncn(C3CCCO3)c2n1,12,MC10,10|100|15 / 50|30|60,LC-ESI-QTOF,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MNFZQQPELKQKIN,"2-oxo-3,4 epoxy-8(2-methyl-2,3-epoxybutanoyl)-guaia-10(14),11(13)-dien-6,12-olide",C=C1CC(OC(=O)C2CO2)C2C(=C)C(=O)OC2C2C1C(=O)C1OC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MNQZXJOMYWMBOU,Glyceraldehyde,__ACYCLIC__MNQZXJOMYWMBOU,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False
MOJZMWJRUKIQGL,Procyanidin trimer C1,c1ccc(C2CC(c3cccc4c3OC(c3ccccc3)CC4c3cccc4c3OC(c3ccccc3)CC4)c3ccccc3O2)cc1,1,MC06,NCE_15_30_65,LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
MOLPUWBMSBJXER,(-)-Bilobalide,O=C1CC23CCC4OC(=O)CC42C(=O)OC3O1,9,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False
MOTPSJUHMGPRFZ,"16,16-dimethyl Prostaglandin A2",O=C1C=CCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MOYAFQVGZZPNRA,Terpinolene,C=C1CC=CCC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MPCAJMNYNOGXPB,"1,5-Anhydrosorbitol",C1CCOCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MPUWFKYDUGBWJT,Vitexin 2'-xyloside,O=c1cc(-c2ccccc2)oc2c(C3OCCCC3OC3CCCCO3)cccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MPYHGNAJOKCMAQ,Laudanine,c1ccc(CC2NCCc3ccccc32)cc1,2,MC12,"-10, -35, -60|1, 35, 60",ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MQSZRBPYXNEFHF,7-Methylkaempferol,O=c1cc(-c2ccccc2)oc2ccccc12,2,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
MRBKRZAPGUCWOS,3-AMINO-4-HYDROXYBENZOATE,c1ccccc1,6,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
MRIAQLRQZPPODS,Nobiletin,O=c1cc(-c2ccccc2)oc2ccccc12,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MSHFRERJPWKJFX,Anise alcoho,c1ccccc1,1,MC21,15.00,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MSWZFWKMSRAUBD,Glucosamine,C1CCOCC1,15,"MC20,MC22,MC23",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MTCFGRXMJLQNBG,L-serine,__ACYCLIC__MTCFGRXMJLQNBG,17,"MC05,MC10,MC20,MC22,MC23","-10, -35, -60V|10|100|15 / 50|20|30|30eV|40|60","LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MTDHILKWIRSIHB,Glucosamine 6-sulfate,C1CCOCC1,8,"MC02,MC22,MC23",0.6458333|10|20|30eV|40|6.0000000,"ESI-TOF,LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
MTIXBBDFRVGBOQ,Carabrone,C=C1C(=O)OC2CC3CC3CC12,1,MC14,50eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
MTVWFVDWRVYDOR,"3,4-DIHYDROXYPHENYLGLYCOL",c1ccccc1,3,MC23,10|20|40,LC-ESI-QTOF,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MUFXDFWAJSPHIQ,Ile-Tyr,c1ccccc1,2,MC21,15.00,LC-ESI-QTOF,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
MUHBGPCDKPLZGI,"8ß-angeloyloxy-9ß-hydroxy-guaia-11(13)-en-6(12),4(14)-dienolide",C=C1C(=O)OC2C1CCC1C(=O)OC3CCC1C32,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MUMGGOZAMZWBJJ,Testosterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,9,"MC20,MC23",10|100|20|30|40|60,"LC-ESI-ITFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
MUPFEKGTMRGPLJ,Raffinose,C1CCC(OCC2CCCC(OC3CCCO3)O2)OC1,15,"MC02,MC20,MC21,MC22",0.6458333|10|100|20|30|30.46|30.54|30.98|30eV|35.81|36.47|38.51|40|6.0000000|60,"ESI-TOF,LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MUVSVZOWXAYLSD,11-hydroxy ferruginol,c1ccc2c(c1)CCC1CCCCC21,1,MC24,-55V,ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MVAWJSIDNICKHF,N-Acetylserotonin,c1ccc2[nH]ccc2c1,19,"MC20,MC22,MC23",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
MVMSCBBUIHUTGJ,guanosine diphosphate mannose,O=c1[nH]cnc2c1ncn2C1CCC(CO[PH](=O)O[PH](=O)OC2CCCCO2)O1,10,"MC05,MC10,MC22","-10, -35, -60V|100|30|30eV|60","LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
MVVPIAAVGAWJNQ,N-Arachidonyldopamine,c1ccccc1,14,"MC02,MC20",0.6458333|10|100|20|30|40|6.0000000|60,"ESI-TOF,LC-ESI-ITFT",6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
MWOOGOJBHIARFG,vanillin,c1ccccc1,6,"MC06,MC21,MC25",0.3|15.00|35.00|NCE_15_30_52,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MWRBNPKJOOWZPW,"1,2-dioleoyl-sn-glycero-3-phosphoethanolamine",__ACYCLIC__MWRBNPKJOOWZPW,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
MWTIGLPPQBNUFP,16:0 Diether PC,__ACYCLIC__MWTIGLPPQBNUFP,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MXHRCPNRJAMMIM,Deoxyuridine,O=c1ccn(C2CCCO2)c(=O)[nH]1,5,"MC10,MC22,MC23",10|20|30|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MXNRLFUSFKVQSK,"N,N,N-TRIMETHYLLYSINE",__ACYCLIC__MXNRLFUSFKVQSK,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
MXXWOMGUGJBKIW,Piperine,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,3,"MC11,MC21,MC25",0.3|15.00|50eV,"LC-ESI-ITFT,LC-ESI-QTOF",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MYHXHCUNDDAEOZ,Prostaglandin A2,O=C1C=CCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MYMGKIQXYXSRIJ,"3',7-Dimethylquercetin",O=c1cc(-c2ccccc2)oc2ccccc12,2,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
MYXNWGACZJSMBT,Isovitexin,O=c1cc(-c2ccccc2)oc2ccc(C3CCCCO3)cc12,1,MC15,30,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MYYIAHXIVFADCU,ANSERINE,c1c[nH]cn1,5,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MZFOKIKEPGUZEN,Methylmalonyl-CoA,c1ncc2ncn(C3CCCO3)c2n1,12,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NBEADXWAAWCCDG,18:1 SM (d18:1/18:1(9Z)),__ACYCLIC__NBEADXWAAWCCDG,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NBQPHANHNTWDML,Quercetin 3-O-malonylglucoside,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
NBRWQUGOTGKUJS,"Diacetyl-3beta-amino-22,26-epimino-16beta,23-oxido-5alpha-cholest-22-en",C1CNC2=C(C1)OC1CC3C(CCC4C5CCCCC5CCC43)C1C2,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NBSCHQHZLSJFNQ,Mannose 6-phosphate,C1CCOCC1,12,"MC05,MC20,MC21,MC22,MC23","-10, -35, -60V|10|100|20|30|30eV|35.00|40|60","LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
NCIKQJBVUNUXLW,N-METHYLTRYPTAMINE,c1ccc2[nH]ccc2c1,4,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
NCMVOABPESMRCP,1032-65-1,O=c1ncccn1C1CCCO1,3,"MC05,MC22","-10, -35, -60V|30eV","LC-ESI-QFT,LC-ESI-QTOF",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NDSUKTASTPEKBX,Vitexin 4''-O-glucoside,O=c1cc(-c2ccccc2)oc2c(C3CCC(OC4CCCCO4)CO3)cccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
NDTYTMIUWGWIMO,(-)-Perillyl alcohol,C1=CCCCC1,2,MC21,15.00,LC-ESI-QTOF,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NEHNMFOYXAPHSD,(+)-Citronellal,__ACYCLIC__NEHNMFOYXAPHSD,1,MC21,15.70,LC-ESI-QTOF,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NEJKUCWBWUMARI,"Tifruticin, desoxy-3-dehydro-15-hydroxy",C=C1C(=O)OC2C=CC(=O)C=CCCCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
NETSQGRTUNRXEO,Dehydrocostuslacton,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,1,MC14,50eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NEZDNQCXEZDCBI,"1,2-dimyristoyl-sn-glycero-3-phosphoethanolamine",__ACYCLIC__NEZDNQCXEZDCBI,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NEZONWMXZKDMKF,alkannin,O=C1C=CC(=O)c2ccccc21,2,MC25,0.3,LC-ESI-ITFT,1,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
NGEWQZIDQIYUNV,2-Hydroxy-3-methylbutyric acid,__ACYCLIC__NGEWQZIDQIYUNV,1,MC05,"-10, -35, -60V",LC-ESI-QTOF,0,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False
NGFMICBWJRZIBI,Salicin,c1ccc(OC2CCCCO2)cc1,2,MC16,20/50eV,LC-ESI-ITFT,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NGSWKAQJJWESNS,p-coumaric acid,c1ccccc1,15,"MC05,MC06,MC11,MC20,MC21,MC25","-10, -35, -60V|0.3|10|100|15|15.00|20|30|35|40|50eV|60","LC-ESI-ITFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NGVDGCNFYWLIFO,PYRIDOXAL-PHOSPHATE,c1ccncc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NHVNXKFIZYSCEB,TTP,O=c1ccn(C2CCCO2)c(=O)[nH]1,4,MC10,10|15 / 50|30|60,LC-ESI-QTOF,3,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
NHXJEEIAJJWMNC,AL 8810 isopropyl ester,C(=CC1CCCC1)CC1Cc2ccccc2C1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NHZMQXZHNVQTQA,PYRIDOXAMINE,c1ccncc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NIGWMJHCCYYCSF,Chloro-Phenylalanine,c1ccccc1,3,MC10,20 / 50,LC-ESI-QTOF,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NIYXMGSLECQTQT,8-deoxylactucin,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,1,MC24,25V ± 15V CES,ESI-QTOF,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
NJGBTKGETPDVIK,Raspberry ketone,c1ccccc1,2,MC21,15.00,LC-ESI-QTOF,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NJNWJNSULVNMQF,Quercetagetin 7-methyl ether,O=c1cc(-c2ccccc2)oc2ccccc12,2,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NKGGFTFDYGTUSL,Pisiferol,c1ccc2c(c1)CCC1CCCCC21,1,MC24,-55V,ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NKJWZTPASPJYBA,"Quercetin 5,3'-dimethyl ether-1",O=c1cc(-c2ccccc2)oc2ccccc12,4,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
NKQPOVROGSWLTO,PC 36:4,__ACYCLIC__NKQPOVROGSWLTO,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NKTORRNHKYVXSU,Perivine,C=C1CNC2Cc3c([nH]c4ccccc34)C(=O)CC1C2,1,MC08,30 eV,ESI-QTOF,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NLAWPKPYBMEWIR,Poncirin,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NLMQHXUGJIAKTH,4-Hydroxyindole,c1ccc2[nH]ccc2c1,1,MC21,15.00,LC-ESI-QTOF,1,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
NMFXQSHZSKXLRM,3-Ara-Glc-Ara-Hederagenin,C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4OCCCC4OC4CCCCO4)CCC3C2C1,1,MC08,30 eV,ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NMPZCCZXCOMSDQ,"CYTIDINE 2',3'-CYCLIC PHOSPHATE",O=c1ncccn1C1OCC2O[PH](=O)OC21,6,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
NMUSYJAQQFHJEW,5-azacytidine,O=c1ncncn1C1CCCO1,1,MC05,"-10, -35, -60V",LC-ESI-QTOF,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NMZWIAATAZXMRV,Pyrocatechol monoglucoside,c1ccc(OC2CCCCO2)cc1,1,MC21,15.00,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NNDOCYLWULORAM,Isophellopterin,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NNSJJWBUAVGBQP,"Acanthospermolid, 8-ß-angeloyloxy-9ß-hydroxy-14-oxo",C=C1C(=O)OC2C=CCCC=CCCC12,2,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NODILNFGTFIURN,Ginsenoside Rb3,C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,11,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
NOEGNKMFWQHSLB,5-Hydroxymethyl-2-furancarboxaldehyde,c1ccoc1,12,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NOHLKSJQMSPOTB,8-iso Prostaglandin E2 isopropyl ester,O=C1CCCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NOTGFIUVDGNKRI,AICAR,c1cn(C2CCCO2)cn1,5,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
NPAGDVCDWIYMMC,Nandrolone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,3,MC23,10|20|40,LC-ESI-QTOF,3,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
