case_id,family_id,variant,truth_family,truth_support,truth_relationship,g2_event_sealed,g2_success,first_failure_point,first_failure_stage_coarse,root_cause_class,first_failure_detail,grammar_representable,classifier_label_reachable,operators_missing_from_grammar,seeds_completed,seeds_parsed,seeds_with_support_match,seeds_with_family_match,seeds_with_g2_success,seeds_unevaluable,truth_equivalent_ever_generated,best_truth_equivalent_seed_share,identity_class_count,identity_classes_holding_correct,largest_identity_class_size,selection_count_sealed,selection_count_replayed,cross_seed_replay_reproduces_seal,survived_cross_seed_selection,label_rule_would_have_won,label_class_count,label_winner_size,oracle_any_seed_correct,winning_class_support_status,winning_class_family_status,sealed_support_status,sealed_family_status,sealed_discovered_family,sealed_discovered_expression,modal_discovered_family,parser_lost_candidate,mean_valid_r2_correct_seeds,mean_valid_r2_incorrect_seeds,mean_complexity_correct_seeds,mean_complexity_incorrect_seeds,delta_valid_r2_correct_minus_incorrect,delta_complexity_correct_minus_incorrect,coefficient_fit_indicator_winning_class_distinct_coef_vectors,winning_class_distinct_expression_strings,a1_status,acceptance_status,acceptance_gate_reached,valid_r2,complexity,descriptor_sd,mass_range_ratio
PB|held_out|F09|r004,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,3,0,27,27,27,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.064357325,mass_power,False,,0.9351160550069942,,4.133333333333334,,,11,11,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9382674424683257,4,0.21635708685795382,4.047150314502149
PB|held_out|F09|r005,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,1,False,0.0,4,0,24,24,24,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.059784796,mass_power,False,,0.8292383148100367,,4.333333333333333,,,15,15,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8516108113388654,4,0.21188477765043098,6.189732219929431
PB|held_out|F09|r006,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,5,0,17,17,17,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06460609,mass_power,False,,0.9209108426947215,,4.633333333333334,,,6,6,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.9178434352549378,4,0.19924799492669118,6.420884186117081
PB|held_out|F09|r007,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,8,0,21,21,21,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(0.0038977137 * x0),mass_power,False,,0.9330020732502582,,4.566666666666666,,,13,14,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9365062911199409,4,0.18385578513988377,4.291669504591953
PB|held_out|F09|r008,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,7,0,24,24,24,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06225954,mass_power,False,,0.9327014437253536,,4.366666666666666,,,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9295149804723049,4,0.22080157863842384,5.977332740001599
PB|held_out|F09|r009,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,7,0,21,21,21,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06460084,mass_power,False,,0.8915060848677918,,4.4,,,9,10,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9066142595920583,4,0.21828114144376776,5.9217549243121095
PB|held_out|F09|r010,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,7,0,22,22,22,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06375726,mass_power,False,,0.8497587265046113,,4.3,,,10,10,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8521150536011157,4,0.2323713517203275,4.180076251365372
PB|held_out|F09|r011,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,6,0,17,17,17,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 251.15608),mass_power,False,,0.9430603758304859,,4.433333333333334,,,13,13,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9455542393081208,4,0.21837438634213882,4.479861128047801
PB|held_out|F10|r000,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 23 votes),True,True,,30,30,2,2,2,1,True,0.06666666666666667,7,1,23,23,23,True,False,False,3,27,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.060421687,mass_power,False,0.9392242008842543,0.806831130052149,9.0,4.285714285714286,0.13239307083210528,4.714285714285714,10,10,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8235681852316235,4,0.183790182200796,4.704780787421405
PB|held_out|F10|r001,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,5,0,25,25,25,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06540512,mass_power,False,,0.863143471230606,,4.266666666666667,,,13,13,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8662319775590683,4,0.2068068904385307,3.767878362413318
PB|held_out|F10|r002,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,9,0,20,20,20,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.060207974,mass_power,False,,0.8887374712227714,,4.466666666666667,,,7,7,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8885049331007975,4,0.199338780907263,5.3309200379786725
PB|held_out|F10|r003,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 16 votes),True,True,,30,30,3,3,3,10,True,0.1,15,3,16,16,16,True,False,False,4,17,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) / 16.182133,mass_power,False,0.9196154168429459,0.6994928754460515,11.333333333333334,5.925925925925926,0.22012254139689436,5.407407407407408,9,9,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.6997390896423172,4,0.22652960200997538,5.24718443703931
PB|held_out|F10|r004,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,4,False,0.0,5,0,25,25,25,True,False,False,3,26,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06530437,mass_power,False,,0.8759477462174151,,4.166666666666667,,,13,13,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.903422277903593,4,0.191895096514934,5.895020256374584
PB|held_out|F10|r005,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,2,False,0.0,8,0,22,22,22,True,False,False,2,28,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.060977876,mass_power,False,,0.7407182162227068,,4.2,,,9,9,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8297921838208121,4,0.19092259865074926,4.09754143736746
PB|held_out|F10|r006,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,8,False,0.0,9,0,21,21,21,True,False,False,3,22,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06301649,mass_power,False,,0.8223350876709347,,4.733333333333333,,,13,13,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8513902020510475,4,0.2246348669911191,6.315688123394636
PB|held_out|F10|r007,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 16 votes),True,True,,30,30,6,6,6,1,True,0.2,12,6,16,16,16,True,False,False,4,22,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06662608,mass_power,False,0.9565821598294817,0.719066830799887,12.0,4.75,0.2375153290295947,7.25,5,5,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7074138485221082,4,0.22561146743182425,3.8083997317596623
PB|held_out|F10|r008,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 21 votes),True,True,,30,30,3,3,3,1,True,0.1,7,3,21,21,21,True,False,False,3,26,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.065695085,mass_power,False,0.9550403275030986,0.8045689877138565,11.666666666666666,4.074074074074074,0.1504713397892421,7.592592592592592,11,11,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8341476277821229,4,0.19454295803264518,4.660172280062966
PB|held_out|F10|r009,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,3,0,28,28,28,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.061906807,mass_power,False,,0.8437264631667003,,4.233333333333333,,,12,12,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8463440484437792,4,0.23427647488451211,4.189201805014024
PB|held_out|F10|r010,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 23 votes),True,True,,30,30,2,2,2,3,True,0.06666666666666667,8,2,23,23,23,True,False,False,4,25,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06311648,mass_power,False,0.9602054627219277,0.7978757891679928,11.0,4.607142857142857,0.1623296735539349,6.392857142857143,14,14,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8019022590891514,4,0.17048693737566137,5.035604072473239
PB|held_out|F10|r011,F10,F10,mass_interaction,descriptor|descriptor2|mass,sqrt(mass) * (1 + coefficient * descriptor * descriptor2),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 18 votes),True,True,,30,30,1,1,1,4,True,0.03333333333333333,11,1,18,18,18,True,False,False,3,25,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 243.56528),mass_power,False,0.9630850773571812,0.6995621153095557,11.0,4.206896551724138,0.2635229620476255,6.793103448275862,9,9,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7616751340305199,4,0.20123484099563957,5.267436996391325
PB|held_out|F11|r000,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,1,False,0.0,9,0,21,21,21,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.061785463,mass_power,False,,0.8346864555133032,,4.466666666666667,,,18,19,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8519678914552067,4,0.19323261256254956,5.215094884910986
PB|held_out|F11|r001,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 2 votes),True,True,,30,30,15,6,6,12,True,0.2,29,6,2,2,2,True,False,False,4,12,True,MATCH,FAMILY_UNRESOLVED,MATCH,FAMILY_UNRESOLVED,,cube(x1 + log(x0)) * 0.004713337,None,False,0.9744489420358634,0.9236211395773378,8.166666666666666,5.875,0.050827802458525584,2.291666666666666,2,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.9470728422606486,7,0.23396547532426484,4.320597441799689
PB|held_out|F11|r002,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 11 votes),True,True,,30,30,9,3,3,24,True,0.1,20,3,11,11,11,True,False,False,5,19,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5872008,None,False,0.9647802274648996,0.7444448734349879,9.0,4.666666666666667,0.22033535402991167,4.333333333333333,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.6717471237744602,3,0.1798400945241013,5.351079627908562
PB|held_out|F11|r003,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,1/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,1,0,0,5,False,0.0,13,0,15,15,15,True,False,False,3,24,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.059922334,mass_power,False,,0.8773268279510057,,4.633333333333334,,,11,11,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.861713109982474,4,0.21118781174803153,6.036879266192339
PB|held_out|F11|r004,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,9/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 10 votes),True,True,,30,30,15,9,9,8,True,0.3,19,9,10,10,10,True,False,False,4,13,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 245.3782),mass_power,False,0.9837666629485712,0.8872709427877885,8.555555555555555,5.571428571428571,0.09649572016078267,2.984126984126984,6,6,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8624431803358462,4,0.18978451364032722,4.87920165549788
PB|held_out|F11|r005,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 10 votes),True,True,,30,30,17,5,5,15,True,0.16666666666666666,18,5,10,10,10,True,False,False,4,12,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.061988596,None,False,0.9634345052067411,0.8642986171812846,8.4,6.36,0.09913588802545648,2.04,7,7,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.854740342969589,4,0.20161914813911896,5.056294224467438
PB|held_out|F11|r006,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 9 votes),True,True,,30,30,20,5,5,15,True,0.16666666666666666,21,5,9,9,9,True,False,False,3,15,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06650535,None,False,0.9715792666979486,0.7913333063652577,9.0,6.68,0.1802459603326909,2.3200000000000003,7,7,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.5561940881742324,4,0.23392538488657771,4.535761870063758
PB|held_out|F11|r007,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 8 votes),True,True,,30,30,11,3,3,22,True,0.1,18,3,8,8,8,True,False,False,5,15,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.6779648,None,False,0.9295606977593502,0.6391176827141853,8.0,5.0,0.2904430150451649,3.0,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.43430123853441105,3,0.2518123868526333,6.002686641183285
PB|held_out|F11|r008,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,8,0,18,18,18,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06338616,mass_power,False,,0.8670482652698891,,4.6,,,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.887500450281354,4,0.2040571598562807,4.10214724347422
PB|held_out|F11|r009,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,9/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 4 votes),True,True,,30,30,13,9,9,6,True,0.3,24,9,4,4,4,True,False,False,4,15,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06307586,mass_power,False,0.9803193945241824,0.9065806076757473,9.11111111111111,5.714285714285714,0.07373878684843505,3.3968253968253963,1,1,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.9108337831036682,4,0.17144865529985523,6.299620276509227
PB|held_out|F11|r010,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),SUCCESS,True,NONE,NONE,NONE_SUCCESS,case is a G2 success,True,True,,30,30,28,11,11,18,True,0.36666666666666664,29,10,2,2,2,True,True,False,4,16,True,MATCH,MATCH,MATCH,MATCH,mass_affine_descriptor,sqrt(x0) * ((x1 * 0.02897169) - -0.050662126),None,False,0.9842788728868438,0.9132667356158438,8.545454545454545,8.157894736842104,0.07101213727099998,0.38755980861244055,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9854000417137999,8,0.23757487207639189,6.240850192716582
PB|held_out|F11|r011,F11,F11,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,29,False,0.0,4,0,27,27,27,True,False,False,2,29,False,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5769277,None,False,,0.7422896833556005,,3.066666666666667,,,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.736169100171264,3,0.21546943441280317,8.341060576228159
PB|held_out|F12|r000,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),SUCCESS,True,NONE,NONE,NONE_SUCCESS,case is a G2 success,True,True,,30,30,18,6,6,14,True,0.2,28,5,2,2,2,True,True,False,4,12,True,MATCH,MATCH,MATCH,MATCH,mass_affine_descriptor,sqrt(x0) * (0.0539287 - (x1 * -0.02557102)),None,False,0.9863529744418685,0.9430817190744704,8.833333333333334,6.75,0.043271255367398176,2.083333333333334,1,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.988863788782498,8,0.21050445529235945,6.330893440531486
PB|held_out|F12|r001,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 11 votes),True,True,,30,30,18,5,5,13,True,0.16666666666666666,18,5,11,11,11,True,False,False,5,12,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.0037038706,None,False,0.9720311582599775,0.8602256066072849,8.2,5.64,0.11180555165269268,2.5599999999999996,2,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.7510511368851184,3,0.20812646960242037,4.90255877918904
PB|held_out|F12|r002,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,8/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 15 votes),True,True,,30,30,14,8,8,7,True,0.26666666666666666,15,8,15,15,15,True,False,False,4,15,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06460443,mass_power,False,0.9396336858682255,0.8008443325449828,8.5,5.2272727272727275,0.13878935332324271,3.2727272727272725,9,9,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7646438008040493,4,0.20279072921213592,4.883720896055866
PB|held_out|F12|r003,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 6 votes),True,True,,30,30,18,6,6,14,True,0.2,22,6,6,6,6,True,False,False,5,11,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.00366681,None,False,0.9624736924322873,0.7652648618528182,8.833333333333334,6.291666666666667,0.19720883057946914,2.541666666666667,3,3,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.5301328222371497,3,0.2349748744784841,4.961973179382234
PB|held_out|F12|r004,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,7/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 3 votes),True,True,,30,30,10,7,7,9,True,0.23333333333333334,27,7,3,3,3,True,False,False,4,14,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.54970866,mass_power,False,0.9818206669504251,0.8563795162266779,8.857142857142858,5.0,0.12544115072374729,3.8571428571428577,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7137608934748609,3,0.1884692899770754,5.978385381752844
PB|held_out|F12|r005,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,7/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 7 votes),True,True,,30,30,22,7,7,23,True,0.23333333333333334,24,7,7,7,7,True,False,False,3,15,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5893492,None,False,0.9329491503599554,0.708694932076029,8.0,6.913043478260869,0.22425421828392644,1.0869565217391308,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.33945079916599774,3,0.252262821877623,4.376268562855681
PB|held_out|F12|r006,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,3,0,28,28,28,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06365609,mass_power,False,,0.8928650375589128,,4.1,,,15,16,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.890751555007327,4,0.19972624215364226,6.742821081725817
